Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason,Churn_Label,Tenure_Bucket,Total_Addon_Services,Avg_Monthly_Revenue,Extra_Charges_Total,Extra_Charge_Ratio,Refund_Ratio,Is_Long_Term_Contract,Has_Value_Deal,Is_High_Spender,Has_Referrals,Is_Senior,Customer_Category
85953-UTT,Female,20,No,Uttar Pradesh,4,12,No Deal,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.35,278.85,0.0,0,697.05,975.9,Stayed,,,0,7-12mo,0,81.325,697.05,0.7142637565324316,0.0,1,0,0,1,0,Medium-Risk
56211-DEL,Female,20,No,Delhi,5,3,Deal 1,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,109.15,7789.6,0.0,0,853.2,8642.8,Stayed,,,0,0-6mo,7,2880.933333333333,853.2,0.09871800805294582,0.0,1,1,1,1,0,Premium-Ready
48171-GUJ,Female,31,Yes,Gujarat,11,22,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.4,4914.9,0.0,0,879.0,5793.9,Stayed,,,0,13-24mo,5,263.35909090909087,879.0,0.15171128255579144,0.0,0,1,1,1,0,Loyal
85643-KER,Female,75,Yes,Kerala,13,6,No Deal,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,No,Credit Card,94.0,5438.95,0.0,0,1313.85,6752.8,Stayed,,,0,0-6mo,4,1125.4666666666667,1313.85,0.1945637365241085,0.0,0,0,1,1,1,Medium-Risk
87692-AND,Female,42,No,Andhra Pradesh,2,18,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,95.1,4060.55,0.0,0,1439.68,5500.23,Stayed,,,0,13-24mo,5,305.5683333333333,1439.68,0.2617490541304637,0.0,0,1,1,1,0,Loyal
53348-HAR,Female,41,No,Haryana,12,13,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,110.8,6840.95,0.0,0,821.5,7662.45,Stayed,,,0,13-24mo,7,589.4192307692308,821.5,0.10721114004006552,0.0,1,1,1,1,0,Premium-Ready
35000-MAH,Male,77,Yes,Maharashtra,1,7,No Deal,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.3,1096.25,0.0,0,490.98,1587.23,Churned,Dissatisfaction,Service dissatisfaction,1,7-12mo,1,226.74714285714285,490.98,0.30933135084392305,0.0,0,0,0,1,1,High-Risk
82709-GUJ,Male,43,No,Gujarat,11,29,Deal 5,Yes,No,Yes,Cable,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,78.5,571.05,0.0,0,23.38,594.43,Stayed,,,0,25-48mo,7,20.49758620689655,23.38,0.039331796847400034,0.0,0,1,0,1,0,Loyal
54584-WES,Female,46,No,West Bengal,14,5,No Deal,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.75,7751.7,0.0,0,2861.28,10612.98,Stayed,,,0,0-6mo,7,2122.596,2861.28,0.2696019402655993,0.0,1,0,1,1,0,Premium-Ready
39540-BIH,Female,34,No,Bihar,12,13,No Deal,Yes,No,Yes,Cable,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,49.05,49.05,0.0,0,25.77,74.82,Joined,,,0,13-24mo,2,5.755384615384615,25.77,0.3444266238973537,0.0,0,0,0,1,0,Medium-Risk
66646-TAM,Male,79,No,Tamil Nadu,7,2,Deal 1,No,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,63.1,4685.55,0.0,0,0.0,4685.55,Stayed,,,0,0-6mo,8,2342.775,0.0,0.0,0.0,1,1,0,1,1,Premium-Ready
19539-PUN,Female,37,Yes,Punjab,14,8,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.4,45.4,0.0,0,49.33,94.73,Joined,,,0,7-12mo,1,11.84125,49.33,0.5207431647841233,0.0,0,1,0,1,0,Medium-Risk
52916-JAM,Male,62,Yes,Jammu & Kashmir,7,4,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.1,270.7,0.0,0,79.56,350.26,Churned,Competitor,Competitor made better offer,1,0-6mo,1,87.565,79.56,0.22714554902072748,0.0,0,1,0,1,1,High-Risk
89492-PUN,Male,45,No,Punjab,6,27,No Deal,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.75,624.15,0.0,0,1401.6,2025.75,Stayed,,,0,25-48mo,0,75.02777777777777,1401.6,0.6918918918918918,0.0,1,0,0,1,0,Loyal
47156-TAM,Female,75,No,Tamil Nadu,2,24,No Deal,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,99.2,7213.75,0.0,0,1562.0,8775.75,Stayed,,,0,13-24mo,6,365.65625,1562.0,0.1779904851437199,0.0,1,0,1,1,1,Premium-Ready
31962-ODI,Female,68,No,Odisha,12,18,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,99.0,6017.9,0.0,150,624.0,6791.9,Stayed,,,0,13-24mo,3,377.3277777777778,774.0,0.11395927501877237,0.0,1,1,1,1,1,Premium-Ready
91890-HAR,Female,60,No,Haryana,15,10,No Deal,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,Yes,Two Year,No,Mailed Check,48.75,179.85,0.0,0,124.52,304.37,Stayed,,,0,7-12mo,1,30.437,124.52,0.4091073364654861,0.0,1,0,0,1,1,Medium-Risk
82420-AND,Male,28,No,Andhra Pradesh,15,28,No Deal,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,95.65,5088.4,11.8,0,464.88,5541.48,Stayed,,,0,25-48mo,5,197.91,464.88,0.0838909461010416,0.0021293950352613386,0,0,1,1,0,Loyal
95965-UTT,Female,40,No,Uttar Pradesh,1,8,No Deal,Yes,No,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,58.0,1734.5,0.0,0,419.34,2153.84,Stayed,,,0,7-12mo,4,269.23,419.34,0.19469412769750769,0.0,1,0,0,1,0,Loyal
37491-JAM,Male,28,Yes,Jammu & Kashmir,1,33,Deal 2,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,99.25,4920.8,0.0,0,1662.57,6583.37,Stayed,,,0,25-48mo,6,199.4960606060606,1662.57,0.2525408719242576,0.0,1,1,1,1,0,Premium-Ready
39068-RAJ,Female,38,Yes,Rajasthan,14,21,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,100.75,5985.0,0.0,0,212.04,6197.04,Stayed,,,0,13-24mo,5,295.09714285714284,212.04,0.03421633554083885,0.0,1,1,1,1,0,Premium-Ready
15132-GUJ,Female,22,Yes,Gujarat,10,1,No Deal,Yes,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,70.45,4300.45,0.0,0,2265.48,6565.93,Stayed,,,0,0-6mo,4,6565.93,2265.48,0.3450356613609953,0.0,0,0,0,1,0,Medium-Risk
18470-MAD,Male,47,Yes,Madhya Pradesh,8,24,Deal 4,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,No,No,One Year,No,Credit Card,86.8,1940.8,0.0,90,382.49,2413.29,Stayed,,,0,13-24mo,3,100.55375,472.49,0.1957866646776807,0.0,1,1,0,1,0,Loyal
25996-UTT,Female,30,Yes,Uttar Pradesh,11,8,Deal 2,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,71.0,4386.2,0.0,0,83.85,4470.05,Stayed,,,0,7-12mo,6,558.75625,83.85,0.018758179438708736,0.0,1,1,0,1,0,Premium-Ready
85241-TAM,Female,36,Yes,Tamil Nadu,2,19,Deal 3,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.05,741.5,0.0,0,1581.94,2323.44,Stayed,,,0,13-24mo,0,122.28631578947369,1581.94,0.6808611369348897,0.0,1,1,0,1,0,Medium-Risk
16420-AND,Female,77,No,Andhra Pradesh,13,12,No Deal,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,117.45,5438.9,0.0,0,2065.92,7504.82,Churned,Competitor,Competitor offered more data,1,7-12mo,7,625.4016666666666,2065.92,0.27527908730655765,0.0,0,0,1,1,1,High-Risk
44048-AND,Male,58,No,Andhra Pradesh,6,10,Deal 1,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,82.15,5784.3,0.0,0,1584.72,7369.02,Stayed,,,0,7-12mo,6,736.902,1584.72,0.21505166222917022,0.0,1,1,0,1,0,Premium-Ready
23256-HAR,Female,32,Yes,Haryana,10,31,Deal 5,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.85,52.0,0.0,0,72.1,124.1,Joined,,,0,25-48mo,0,4.003225806451613,72.1,0.580983078162772,0.0,0,1,0,1,0,Medium-Risk
55895-TAM,Female,29,Yes,Tamil Nadu,0,13,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,76.55,2065.4,0.0,0,613.48,2678.88,Stayed,,,0,13-24mo,2,206.0676923076923,613.48,0.22900615182464312,0.0,0,0,0,0,0,Medium-Risk
71937-ODI,Male,63,No,Odisha,7,13,No Deal,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.05,7108.2,34.67,0,286.0,7359.53,Stayed,,,0,13-24mo,7,566.1176923076923,286.0,0.038861177276266284,0.004710898657930602,1,0,1,1,1,Premium-Ready
66164-CHH,Female,62,No,Chhattisgarh,13,20,No Deal,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.4,61.05,0.0,0,13.3,74.35,Joined,,,0,13-24mo,0,3.7175,13.3,0.17888365837256223,0.0,0,0,0,1,1,Medium-Risk
68730-TEL,Male,47,Yes,Telangana,1,21,No Deal,No,No,Yes,DSL,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,33.9,298.45,0.0,0,0.0,298.45,Churned,Attitude,Attitude of support person,1,13-24mo,3,14.211904761904762,0.0,0.0,0.0,0,0,0,1,0,High-Risk
41128-BIH,Male,42,Yes,Bihar,13,29,No Deal,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,89.45,1430.25,0.0,0,507.68,1937.93,Churned,Attitude,Attitude of support person,1,25-48mo,4,66.82517241379311,507.68,0.26197024660333446,0.0,0,0,0,1,0,High-Risk
16806-RAJ,Female,25,No,Rajasthan,7,2,Deal 1,No,No,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,55.65,3880.05,0.0,0,0.0,3880.05,Stayed,,,0,0-6mo,7,1940.025,0.0,0.0,0.0,1,1,0,1,0,Premium-Ready
23249-PUN,Male,59,No,Punjab,13,12,No Deal,No,No,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,33.15,444.75,0.0,0,0.0,444.75,Stayed,,,0,7-12mo,3,37.0625,0.0,0.0,0.0,1,0,0,1,0,Loyal
31546-KER,Male,31,No,Kerala,15,5,No Deal,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.9,19.9,0.0,0,7.49,27.39,Churned,Attitude,Attitude of service provider,1,0-6mo,0,5.478,7.49,0.27345746622855055,0.0,0,0,0,1,0,High-Risk
77144-TAM,Female,45,Yes,Tamil Nadu,5,12,No Deal,No,No,Yes,Cable,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,44.45,1183.8,0.0,0,0.0,1183.8,Stayed,,,0,7-12mo,4,98.64999999999999,0.0,0.0,0.0,0,0,0,1,0,Loyal
27021-TEL,Female,33,Yes,Telangana,14,36,No Deal,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.5,403.15,0.0,0,774.8,1177.95,Stayed,,,0,25-48mo,0,32.72083333333333,774.8,0.6577528757587333,0.0,1,0,0,1,0,Loyal
43464-ASS,Female,46,Yes,Assam,4,2,No Deal,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.3,144.95,0.0,0,51.24,196.19,Stayed,,,0,0-6mo,0,98.095,51.24,0.26117539120240585,0.0,0,0,0,1,0,Medium-Risk
16591-JAM,Female,56,No,Jammu & Kashmir,10,11,Deal 3,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,80.3,3058.65,0.0,0,1601.32,4659.97,Churned,Other,Don't know,1,7-12mo,7,423.6336363636364,1601.32,0.34363311351789816,0.0,1,1,0,1,0,High-Risk
92923-JHA,Male,72,No,Jharkhand,10,27,Deal 4,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.0,2024.1,0.0,0,725.19,2749.29,Stayed,,,0,25-48mo,4,101.82555555555555,725.19,0.263773556081752,0.0,0,1,1,1,1,Loyal
76793-BIH,Male,55,No,Bihar,12,20,No Deal,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,111.05,7321.05,0.0,0,3141.63,10462.68,Stayed,,,0,13-24mo,8,523.134,3141.63,0.30027010287995043,0.0,1,0,1,1,0,Premium-Ready
13778-MAD,Female,60,Yes,Madhya Pradesh,3,9,Deal 2,Yes,Yes,No,No Internet,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,24.55,1203.95,36.04,0,1140.48,2308.39,Stayed,,,0,7-12mo,0,256.48777777777775,1140.48,0.4940586296076487,0.01561261311996673,1,1,0,1,1,Medium-Risk
18411-KER,Male,39,Yes,Kerala,7,9,No Deal,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.4,6692.65,0.0,0,2932.48,9625.13,Stayed,,,0,7-12mo,6,1069.4588888888889,2932.48,0.30466913174159727,0.0,1,0,1,1,0,Premium-Ready
45038-BIH,Female,25,Yes,Bihar,7,14,No Deal,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.55,233.65,0.0,0,30.3,263.95,Joined,,,0,13-24mo,2,18.853571428571428,30.3,0.11479446864936542,0.0,0,0,0,1,0,Medium-Risk
39280-DEL,Female,48,Yes,Delhi,6,23,No Deal,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,104.05,3416.85,0.0,0,454.72,3871.57,Stayed,,,0,13-24mo,6,168.32913043478263,454.72,0.11745105990592963,0.0,1,0,1,1,0,Premium-Ready
67405-MAH,Female,48,No,Maharashtra,10,1,Deal 2,Yes,No,Yes,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,70.1,3913.3,0.0,0,2089.05,6002.35,Churned,Dissatisfaction,Network reliability,1,0-6mo,5,6002.35,2089.05,0.34803868484843437,0.0,1,1,0,1,0,High-Risk
84234-MAH,Male,34,No,Maharashtra,4,2,No Deal,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,84.2,4299.75,39.68,0,484.5,4744.57,Stayed,,,0,0-6mo,3,2372.285,484.5,0.10211673555243152,0.008363244719753318,1,0,0,1,0,Premium-Ready
67773-UTT,Male,38,No,Uttar Pradesh,7,24,Deal 4,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.7,342.4,0.0,0,91.84,434.24,Churned,Price,Long distance charges,1,13-24mo,0,18.093333333333334,91.84,0.21149594694178334,0.0,0,1,0,1,0,High-Risk
98483-RAJ,Female,47,Yes,Rajasthan,7,18,Deal 2,Yes,Yes,No,No Internet,No,No,No,No,No,No,No,No,One Year,No,Credit Card,25.05,1171.5,16.38,0,1678.08,2833.2,Stayed,,,0,13-24mo,0,157.39999999999998,1678.08,0.592291401948327,0.0057814485387547646,1,1,0,1,0,Medium-Risk
78806-PUN,Male,66,Yes,Punjab,2,26,No Deal,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.05,388.6,0.0,0,472.68,861.28,Stayed,,,0,25-48mo,0,33.12615384615385,472.68,0.5488110718929965,0.0,1,0,0,1,1,Loyal
63724-WES,Male,37,Yes,West Bengal,9,24,No Deal,No,No,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,40.1,857.75,0.0,0,0.0,857.75,Stayed,,,0,13-24mo,4,35.739583333333336,0.0,0.0,0.0,1,0,0,1,0,Loyal
94257-GUJ,Female,39,No,Gujarat,1,31,Deal 2,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.55,2832.75,0.0,0,199.1,3031.85,Stayed,,,0,25-48mo,2,97.8016129032258,199.1,0.06566947573263848,0.0,0,1,0,1,0,Medium-Risk
58974-MAD,Male,34,No,Madhya Pradesh,11,14,No Deal,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.3,41.2,0.0,0,25.36,66.56,Joined,,,0,13-24mo,0,4.7542857142857144,25.36,0.38100961538461536,0.0,0,0,0,1,0,Medium-Risk
92234-TAM,Female,50,No,Tamil Nadu,13,7,No Deal,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,94.85,890.6,0.0,0,157.23,1047.83,Churned,Other,Don't know,1,7-12mo,5,149.69,157.23,0.15005296660717865,0.0,0,0,1,1,0,High-Risk
31250-BIH,Female,44,No,Bihar,9,16,Deal 3,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.35,531.6,0.0,0,1073.79,1605.39,Stayed,,,0,13-24mo,0,100.336875,1073.79,0.6688655093154934,0.0,1,1,0,1,0,Medium-Risk
96678-TEL,Female,49,No,Telangana,8,8,No Deal,No,No,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,24.15,812.5,0.0,40,0.0,852.5,Stayed,,,0,7-12mo,0,106.5625,40.0,0.0469208211143695,0.0,0,0,0,1,0,Medium-Risk
98497-AND,Male,50,Yes,Andhra Pradesh,11,3,No Deal,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.5,1191.4,36.92,0,1499.88,2654.36,Stayed,,,0,0-6mo,0,884.7866666666667,1499.88,0.5650627646589008,0.013909190916077698,1,0,0,1,0,Medium-Risk
68216-ODI,Female,56,Yes,Odisha,6,21,No Deal,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.4,4014.6,0.0,0,1728.72,5743.32,Stayed,,,0,13-24mo,5,273.49142857142857,1728.72,0.3009966360920165,0.0,0,0,1,1,0,Loyal
58325-MAD,Female,61,No,Madhya Pradesh,13,35,Deal 2,Yes,No,Yes,Cable,Yes,Yes,Yes,No,No,No,No,No,One Year,Yes,Credit Card,61.5,2722.2,0.0,150,1974.28,4846.48,Stayed,,,0,25-48mo,3,138.47085714285714,2124.2799999999997,0.43831399283603767,0.0,1,1,0,1,1,Premium-Ready
73593-BIH,Female,34,Yes,Bihar,14,31,No Deal,Yes,No,Yes,Cable,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,75.2,3254.35,0.0,0,1289.14,4543.49,Stayed,,,0,25-48mo,6,146.5641935483871,1289.14,0.2837334295882681,0.0,1,0,0,1,0,Premium-Ready
58319-UTT,Female,24,No,Uttarakhand,4,11,Deal 5,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,70.4,134.05,0.0,0,291.48,425.53,Stayed,,,0,7-12mo,0,38.68454545454545,291.48,0.684981082414871,0.0,1,1,0,1,0,Medium-Risk
96575-KAR,Female,78,Yes,Karnataka,5,7,No Deal,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,103.3,2890.65,0.0,0,787.92,3678.57,Churned,Competitor,Competitor made better offer,1,7-12mo,5,525.51,787.92,0.21419192784152535,0.0,0,0,1,1,1,High-Risk
48234-KAR,Male,24,Yes,Karnataka,7,6,No Deal,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.9,3848.0,0.0,0,1770.79,5618.79,Stayed,,,0,0-6mo,5,936.465,1770.79,0.3151550422777858,0.0,0,0,1,1,0,Medium-Risk
78790-PUN,Male,49,No,Punjab,0,4,Deal 3,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.25,1861.5,0.0,0,1183.2,3044.7,Churned,Competitor,Competitor had better devices,1,0-6mo,2,761.175,1183.2,0.3886097152428811,0.0,0,1,0,0,0,High-Risk
87483-HAR,Female,40,No,Haryana,9,14,No Deal,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,104.7,4134.85,0.0,0,370.89,4505.74,Churned,Competitor,Competitor made better offer,1,13-24mo,7,321.8385714285714,370.89,0.08231500264107561,0.0,1,0,1,1,0,High-Risk
22357-AND,Female,49,No,Andhra Pradesh,9,13,No Deal,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.25,6812.95,0.0,0,2678.0,9490.95,Stayed,,,0,13-24mo,6,730.073076923077,2678.0,0.2821635347357219,0.0,0,0,1,1,0,Loyal
97365-GUJ,Male,59,Yes,Gujarat,15,32,No Deal,No,No,Yes,Cable,No,Yes,No,Yes,No,No,No,No,One Year,No,Credit Card,36.0,1382.9,0.0,130,0.0,1512.9,Stayed,,,0,25-48mo,2,47.278125,130.0,0.08592768854517813,0.0,1,0,0,1,0,Loyal
21960-MAD,Male,42,No,Madhya Pradesh,12,31,No Deal,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,70.6,3231.05,0.0,0,2058.5,5289.55,Stayed,,,0,25-48mo,6,170.63064516129032,2058.5,0.3891635394315206,0.0,1,0,0,1,0,Premium-Ready
66180-JAM,Male,21,Yes,Jammu & Kashmir,6,2,Deal 3,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.75,3050.15,0.0,0,1582.92,4633.07,Churned,Competitor,Competitor made better offer,1,0-6mo,3,2316.535,1582.92,0.341656827977993,0.0,0,1,0,1,0,High-Risk
47483-TAM,Male,46,No,Tamil Nadu,3,32,Deal 2,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.4,4981.15,0.0,0,3020.64,8001.79,Stayed,,,0,25-48mo,7,250.0559375,3020.64,0.3774955353739601,0.0,0,1,0,1,0,Loyal
79245-JAM,Male,48,No,Jammu & Kashmir,6,1,No Deal,Yes,No,Yes,Cable,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,70.4,2044.75,0.0,0,972.3,3017.05,Stayed,,,0,0-6mo,5,3017.05,972.3,0.32226844102683083,0.0,1,0,0,1,0,Loyal
87121-TAM,Female,26,No,Tamil Nadu,13,23,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,113.65,7939.25,0.0,0,1212.4,9151.65,Stayed,,,0,13-24mo,8,397.8978260869565,1212.4,0.1324788426130807,0.0,1,1,1,1,0,Premium-Ready
94243-TAM,Female,34,No,Tamil Nadu,5,15,No Deal,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.9,19.9,0.0,0,7.76,27.66,Joined,,,0,13-24mo,0,1.844,7.76,0.28054953000723065,0.0,0,0,0,1,0,Medium-Risk
63880-AND,Male,45,Yes,Andhra Pradesh,15,12,Deal 5,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,104.1,541.9,0.0,0,194.45,736.35,Churned,Other,Moved,1,7-12mo,6,61.362500000000004,194.45,0.26407279147144697,0.0,0,1,1,1,0,High-Risk
58156-KAR,Female,56,Yes,Karnataka,8,23,No Deal,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,93.0,2248.05,0.0,40,1125.84,3413.89,Stayed,,,0,13-24mo,3,148.43,1165.84,0.3414989938164381,0.0,0,0,1,1,0,Loyal
49023-PUD,Female,51,Yes,Puducherry,8,31,Deal 4,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.25,208.0,0.0,0,314.82,522.82,Stayed,,,0,25-48mo,0,16.865161290322582,314.82,0.6021575303163612,0.0,0,1,0,1,0,Medium-Risk
78738-TAM,Male,53,No,Tamil Nadu,5,11,Deal 2,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,99.15,5720.95,0.0,0,1894.86,7615.81,Stayed,,,0,7-12mo,6,692.3463636363637,1894.86,0.24880610204298687,0.0,1,1,1,1,0,Premium-Ready
85049-MAD,Female,41,Yes,Madhya Pradesh,15,3,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.35,81.25,0.0,0,93.68,174.93,Churned,Other,Don't know,1,0-6mo,1,58.31,93.68,0.535528497113131,0.0,0,1,0,1,0,High-Risk
